GG704911.1	162151	162182	SC_3_1776429_1781775_LINE/Tad1.1	 3.1	+	0	0
GG704911.1	162185	165030	SC_4_2979166_2986798_LTR/Gypsy.3	17.3	+	0	17
GG704911.1	165048	170446	SC_1_165047_170446_LTR/Gypsy.1	 0.0	+	0	186
GG704911.1	170422	170550	SC_3_961573_966844_LTR/Copia.1	 9.7	+	0	1
GG704911.1	170448	175067	SC_1_170447_175067_LTR/Copia.1	 0.0	+	111	390
GG704911.1	175077	175231	SC_1_278218_282496_LTR/Gypsy.1	18.7	+	0	0
GG704911.1	175115	176295	SC_3_1789991_1796949_LTR/Gypsy.4	15.5	-	0	2
GG704911.1	176288	176732	SC_3_1941539_1948452_LTR/Gypsy.2	17.3	+	0	0
GG704911.1	176803	176859	SC_4_1629803_1632164_DNA/TcMar.1	12.3	-	0	1
GG704911.1	176807	176866	SC_3_3642456_3644773_DNA/TcMar.1	10.6	-	0	1
GG704911.1	176814	177505	SC_5_2997680_3000010_DNA/TcMar.1	15.2	+	0	3
GG704911.1	177505	179359	SC_3_1585695_1592821_LTR/Gypsy.1	15.1	-	0	11
GG704911.1	179357	182202	SC_3_1585695_1592821_LTR/Gypsy.2	15.3	-	0	17
GG704911.1	182176	182397	SC_3_4063701_4068796_LTR/Gypsy.1	21.3	-	0	0
GG704911.1	182207	183254	SC_1_392827_397431_LTR/Gypsy.1	18.5	+	0	1
GG704911.1	187415	190795	SC_1_1433449_1440522_LTR/Gypsy.1	11.7	+	1	34
GG704911.1	190796	191091	SC_3_34249_41103_DNA/hAT.1	 9.1	-	0	1
GG704911.1	191090	194779	SC_1_1433449_1440522_LTR/Gypsy.2	13.0	+	0	17
GG704911.1	195718	195794	SC_3_902192_925079_DNA/TcMar.2	19.7	+	0	0
GG704911.1	195736	195794	SC_1_963451_974024_LTR/Gypsy.2	 8.5	+	0	0
GG704911.1	195796	196408	SC_1_118207_123409_LTR/Gypsy.2	 8.8	-	6	22
GG704911.1	196409	200335	SC_3_1789991_1796949_LTR/Gypsy.5	17.4	+	0	4
GG704911.1	200337	200634	SC_3_4115140_4122694_DNA/hAT.1	10.1	+	0	1
GG704911.1	200634	202472	SC_3_1789991_1796949_LTR/Gypsy.6	16.9	+	0	3
GG704911.1	202472	207696	SC_3_1789991_1796949_LTR/Gypsy.7	16.1	-	0	8
GG704911.1	207697	208209	SC_5_33765_39583_DNA/hAT.1	11.2	-	1	6
GG704911.1	208283	212117	SC_5_33765_39583_DNA/hAT.2	11.2	-	8	63
GG704911.1	212105	212267	SC_5_1500480_1504514_DNA/hAT.1	12.9	-	1	4
GG704911.1	212106	212244	SC_3_1368731_1374550_DNA/hAT.1	 1.4	-	1	4
GG704911.1	212246	214950	SC_1_212245_214950_LTR/Gypsy.1	 0.0	+	1	24
GG704911.1	214947	215464	SC_1_214946_220744_DNA/hAT.1	 0.0	+	1	24
GG704911.1	215491	220744	SC_1_214946_220744_DNA/hAT.2	 0.0	+	10	127
GG704911.1	220749	225066	SC_1_926717_937298_LTR/Gypsy.1	11.8	-	0	28
GG704911.1	227739	228006	SC_1_230406_236069_LTR/Gypsy.1	22.7	-	0	0
GG704911.1	229112	232756	SC_1_2723681_2730028_LTR/Gypsy.1	26.8	+	0	0
GG704911.1	230407	232756	SC_1_230406_236069_LTR/Gypsy.2	 0.0	+	0	0
GG704911.1	230757	236069	SC_1_230406_236069_LTR/Gypsy.3	 0.0	+	0	1
GG704911.1	236567	236673	SC_5_1428063_1436055_DNA/TcMar.1	11.0	-	0	0
GG704911.1	236582	238912	SC_1_236581_238912_DNA/TcMar.1	 0.0	+	2	6
GG704911.1	245656	250587	SC_1_963451_974024_LTR/Gypsy.3	11.0	-	3	149
GG704911.1	250477	250601	SC_2_2080441_2086188_LTR/Gypsy.1	16.8	+	0	0
GG704911.1	250588	254687	SC_4_3067257_3077826_LTR/Gypsy.1	10.5	+	0	557
GG704911.1	254688	254828	SC_4_3067257_3077826_LTR/Gypsy.2	 8.5	-	0	9
GG704911.1	254828	256855	SC_3_4050768_4056096_LTR/Gypsy.1	17.1	+	0	11
GG704911.1	256862	257171	SC_5_1428063_1436055_DNA/TcMar.2	 8.1	+	0	0
GG704911.1	257126	257218	SC_5_1428063_1436055_DNA/TcMar.3	19.4	+	0	0
GG704911.1	257310	257843	SC_5_1428063_1436055_DNA/TcMar.4	27.4	-	0	0
GG704911.1	257860	261496	SC_1_602674_606932_LINE/Tad1.1	 6.5	-	0	13
GG704911.1	261524	269109	SC_1_261523_269109_LTR/Gypsy.1	 0.0	+	1	81
GG704911.1	269110	269535	SC_1_602674_606932_LINE/Tad1.2	 7.3	-	0	5
GG704911.1	269537	276653	SC_1_269536_278228_DNA/hAT.1	 0.0	+	10	104
GG704911.1	276698	278227	SC_2_5146663_5152489_DNA.1	13.9	-	0	92
GG704911.1	278219	282496	SC_1_278218_282496_LTR/Gypsy.2	 0.0	+	0	15
GG704911.1	287195	289396	SC_3_4270292_4291141_DNA/hAT.4	19.3	+	0	3
GG704911.1	289400	289509	SC_3_4228961_4233304_LTR/Gypsy.1	23.9	-	0	0
GG704911.1	289400	289478	SC_3_4182630_4194094_LTR/Gypsy.1	20.5	+	0	0
GG704911.1	289447	289764	SC_1_2633511_2636076_LTR/Gypsy.1	20.5	+	0	0
GG704911.1	289721	289912	SC_3_902192_925079_DNA/TcMar.3	26.8	-	0	0
GG704911.1	289764	290359	SC_3_1764626_1772066_DNA/TcMar.2	23.0	+	0	0
GG704911.1	290356	291461	SC_4_1553426_1558702_LINE/Tad1.1	12.0	-	0	1
GG704911.1	291496	291942	SC_1_2848002_2856807_DNA/TcMar.2	11.0	+	0	0
GG704911.1	291496	291496	SC_4_1553426_1558702_LINE/Tad1.2	12.0	-	0	0
GG704911.1	291944	292594	SC_1_483399_488504_DNA/hAT.1	15.7	+	0	1
GG704911.1	292594	295471	SC_5_33765_39583_DNA/hAT.3	13.1	+	0	12
GG704911.1	295497	298421	SC_5_33765_39583_DNA/hAT.4	13.1	+	6	18
GG704911.1	298412	298618	SC_1_483399_488504_DNA/hAT.2	13.0	+	0	28
GG704911.1	298618	299896	SC_1_2848002_2856807_DNA/TcMar.3	 9.9	-	0	10
GG704911.1	299896	301366	SC_3_1789991_1796949_LTR/Gypsy.8	17.4	+	0	7
GG704911.1	301367	301664	SC_3_4115140_4122694_DNA/hAT.2	 7.4	-	0	0
GG704911.1	301664	307151	SC_3_1789991_1796949_LTR/Gypsy.9	15.9	+	0	8
GG704911.1	307152	307405	SC_1_2848002_2856807_DNA/TcMar.4	12.2	-	0	0
GG704911.1	307663	307976	SC_3_4228961_4233304_LTR/Gypsy.2	16.2	+	0	0
GG704911.1	307974	308263	SC_1_269536_278228_DNA/hAT.2	17.3	-	0	1
GG704911.1	308230	308522	SC_1_2352943_2362346_DNA/TcMar.1	10.9	+	0	3
GG704911.1	308488	310075	SC_5_19355_30059_DNA/TcMar.10	12.9	+	0	126
GG704911.1	312543	312710	SC_3_3852495_3854683_DNA/TcMar.1	23.2	-	0	1
GG704911.1	312571	312710	SC_4_2492840_2500054_LTR/Gypsy.2	13.6	+	0	1
GG704911.1	312711	313246	SC_4_3014357_3018708_LTR/Gypsy.1	11.4	-	0	5
GG704911.1	314308	315068	SC_6_155117_162189_LTR/Gypsy.1	19.0	-	0	0
GG704911.1	315075	316320	SC_1_392827_397431_LTR/Gypsy.2	18.9	+	0	5
GG704911.1	316313	316450	SC_5_1600606_1605982_LTR/Gypsy.1	13.8	+	0	1
GG704911.1	316453	323523	SC_1_2352943_2362346_DNA/TcMar.2	14.5	-	1	180
GG704911.1	323528	327221	SC_2_5162302_5169224_LTR/Gypsy.1	15.0	-	0	13
GG704911.1	327222	334246	SC_1_2352943_2362346_DNA/TcMar.3	14.7	+	0	20
GG704911.1	334248	341865	SC_1_334247_341865_LTR/Gypsy.3	 0.0	+	0	83
GG704911.1	341862	341908	SC_3_385_5018_LINE/Tad1.1	17.0	-	0	1
GG704911.1	341867	341908	SC_3_4131486_4138544_LTR/Gypsy.1	11.9	+	0	1
GG704911.1	341904	344769	SC_1_341903_344769_LTR/Gypsy.2	 0.0	+	0	6
GG704911.1	344765	345098	SC_5_1346870_1353817_LINE/Tad1.1	 4.8	+	0	4
GG704911.1	345098	345529	SC_3_4083810_4093375_LTR/Gypsy.1	 7.4	-	2	33
GG704911.1	345530	345861	SC_1_452834_459771_LINE/Tad1.3	 5.3	-	1	1
GG704911.1	345887	347448	SC_1_452834_459771_LINE/Tad1.4	 5.3	-	6	9
GG704911.1	347426	347592	SC_1_2633511_2636076_LTR/Gypsy.2	27.6	-	0	3
GG704911.1	347445	347593	SC_3_4270292_4291141_DNA/hAT.5	12.8	+	0	3
GG704911.1	347813	351338	SC_1_926717_937298_LTR/Gypsy.2	10.4	-	1	101
GG704911.1	351338	351736	SC_3_34249_41103_DNA/hAT.2	 8.8	+	0	5
GG704911.1	351736	353048	SC_1_341903_344769_LTR/Gypsy.3	17.5	+	1	9
GG704911.1	353049	353368	SC_5_3258959_3264421_LTR/Copia.1	16.9	+	0	1
GG704911.1	354344	359806	SC_2_613609_619072_LTR/Copia.1	10.9	-	4	75
GG704911.1	360227	364709	SC_5_557849_563312_LTR/Copia.1	10.2	+	0	33
GG704911.1	364709	365005	SC_1_4893304_4895932_DNA/TcMar.1	 5.4	-	6	9
GG704911.1	365002	365926	SC_3_1304864_1310322_LTR/Copia.1	10.2	+	1	30
GG704911.1	365927	371204	SC_1_365926_371204_LTR/Copia.1	 0.0	+	7856	20691
GG704911.1	371203	371280	SC_3_1304864_1310322_LTR/Copia.2	 3.9	+	0	1
GG704911.1	375935	376134	SC_3_1764626_1772066_DNA/TcMar.3	26.5	+	0	0
GG704911.1	376439	376576	SC_6_86634_97877_DNA/hAT.1	17.1	+	0	1
GG704911.1	376456	376576	SC_3_1585695_1592821_LTR/Gypsy.3	 8.3	+	0	1
GG704911.1	376575	380122	SC_3_4270292_4291141_DNA/hAT.6	20.3	-	0	4
GG704911.1	380117	380202	SC_3_4270292_4291141_DNA/hAT.7	17.9	-	0	0
GG704911.1	380123	380197	SC_3_1789991_1796949_LTR/Gypsy.10	16.0	-	0	0
GG704911.1	380198	382240	SC_2_5162302_5169224_LTR/Gypsy.2	18.3	-	0	4
GG704911.1	382235	383585	SC_3_1806402_1813322_LTR/Gypsy.1	21.8	-	0	1
GG704911.1	383578	384758	SC_4_3228250_3232451_LTR/Gypsy.1	17.0	-	0	5
GG704911.1	384760	385399	SC_1_392827_397431_LTR/Gypsy.3	16.7	+	0	2
GG704911.1	385401	385767	SC_3_902192_925079_DNA/TcMar.4	17.2	+	0	0
GG704911.1	385763	389804	SC_5_1600606_1605982_LTR/Gypsy.2	16.6	+	0	7
GG704911.1	390278	390579	SC_4_2492840_2500054_LTR/Gypsy.3	17.8	+	0	0
GG704911.1	390311	390591	SC_1_639737_646804_LTR/Gypsy.1	12.6	-	0	0
GG704911.1	390580	390796	SC_6_3354993_3360332_LTR/Gypsy.1	13.4	-	0	0
GG704911.1	390581	390838	SC_6_3390690_3396020_LTR/Gypsy.1	14.8	+	0	0
GG704911.1	390777	392348	SC_4_12928_14490_DNA/TcMar.1	12.8	+	0	3
GG704911.1	392345	392825	SC_6_3436323_3443290_LINE/Tad1.1	 9.8	-	0	3
GG704911.1	392828	397431	SC_1_392827_397431_LTR/Gypsy.4	 0.0	+	0	10
GG704911.1	397429	397471	SC_4_2591445_2601928_DNA/TcMar.1	16.3	+	0	0
GG704911.1	397447	397597	SC_2_1281305_1290824_DNA/TcMar.1	15.2	-	0	0
GG704911.1	404669	404851	SC_1_572613_576890_DNA/MULE-MuDR.1	16.4	-	0	0
GG704911.1	406496	406902	SC_4_2591445_2601928_DNA/TcMar.2	 9.3	-	0	0
GG704911.1	406887	409159	SC_4_2591445_2601928_DNA/TcMar.3	12.4	-	1	4
GG704911.1	409160	414951	SC_1_409159_414951_DNA/hAT.1	 0.0	+	8	240
GG704911.1	414951	416900	SC_4_2591445_2601928_DNA/TcMar.4	12.6	-	0	11
GG704911.1	416872	417067	SC_3_4270292_4291141_DNA/hAT.8	25.5	-	0	0
GG704911.1	416899	417068	SC_2_1246446_1252277_DNA/hAT.1	17.7	+	0	0
GG704911.1	417100	417612	SC_2_1246446_1252277_DNA/hAT.2	17.7	+	0	1
GG704911.1	417613	418504	SC_1_2848002_2856807_DNA/TcMar.5	24.4	-	0	1
GG704911.1	421830	423717	SC_2_4710144_4714234_LTR/Gypsy.1	17.8	+	3	3
GG704911.1	423240	423811	SC_2_5152495_5159349_DNA/hAT.1	24.2	-	0	0
GG704911.1	423808	424633	SC_1_230406_236069_LTR/Gypsy.4	19.4	-	0	0
GG704911.1	424635	425546	SC_1_2335828_2342911_LTR/Gypsy.1	17.9	+	0	6
GG704911.1	425577	426511	SC_1_2848002_2856807_DNA/TcMar.6	 6.0	+	2	5
GG704911.1	426508	427346	SC_1_483399_488504_DNA/hAT.3	 7.8	+	0	14
GG704911.1	427348	431262	SC_1_427347_431262_LTR/Gypsy.1	 0.0	+	1	441
GG704911.1	431271	434680	SC_1_2677403_2685125_LTR/Gypsy.1	15.5	-	0	30
GG704911.1	434681	435015	SC_3_4131486_4138544_LTR/Gypsy.2	13.7	-	0	1
GG704911.1	435016	445524	SC_1_435015_445524_LTR/Gypsy.1	 0.0	+	12	406
GG704911.1	445526	452280	SC_1_445525_452280_LTR/Gypsy.1	 0.0	+	0	23
GG704911.1	452281	452826	SC_1_334247_341865_LTR/Gypsy.4	11.2	-	0	9
GG704911.1	452835	459771	SC_1_452834_459771_LINE/Tad1.5	 0.0	+	14	73
GG704911.1	459811	462648	SC_3_935634_943341_LTR/Gypsy.2	17.2	-	0	6
GG704911.1	462637	464324	SC_5_1600606_1605982_LTR/Gypsy.3	18.9	+	0	0
GG704911.1	464318	464364	SC_1_2730559_2740891_DNA/TcMar.1	14.9	-	0	0
GG704911.1	464509	464896	SC_1_2730559_2740891_DNA/TcMar.2	24.0	+	0	0
GG704911.1	468884	469017	SC_3_1884777_1887373_LTR/Copia.1	14.4	+	4	0
GG704911.1	468899	469018	SC_4_3907668_3912979_LTR/Copia.1	 9.3	+	4	0
GG704911.1	468914	473204	SC_1_112557_117378_LTR/Gypsy.2	13.5	+	9	19
GG704911.1	473206	473772	SC_2_35347_37131_DNA.1	12.4	+	0	3
GG704911.1	473370	473772	SC_1_509438_520798_DNA/hAT.1	15.0	+	0	2
GG704911.1	473849	477576	SC_1_509438_520798_DNA/hAT.2	15.0	+	25	39
GG704911.1	477607	479292	SC_1_452834_459771_LINE/Tad1.6	 1.3	-	4	18
GG704911.1	479293	485088	SC_1_479292_485088_DNA/hAT.1	 0.0	+	15	319
GG704911.1	483400	488504	SC_1_483399_488504_DNA/hAT.4	 0.0	+	3	2649
GG704911.1	487255	488821	SC_1_509438_520798_DNA/hAT.3	12.2	+	0	1173
GG704911.1	488818	489849	SC_1_118207_123409_LTR/Gypsy.3	11.6	+	1	6
GG704911.1	490496	490631	SC_5_106348_109975_DNA/TcMar.1	10.3	+	1	27
GG704911.1	490519	501096	SC_1_490518_501096_LTR/Gypsy.1	 0.0	+	16	1085
GG704911.1	501098	504291	SC_1_501097_504291_LTR/Gypsy.1	 0.0	+	0	46
GG704911.1	506842	509068	SC_1_65866_71175_LTR/Copia.2	13.4	+	8	5
GG704911.1	509069	509438	SC_3_4115140_4122694_DNA/hAT.3	13.5	+	0	2
GG704911.1	509438	509959	SC_3_1517451_1523168_DNA/MULE-MuDR.1	17.9	-	0	3
GG704911.1	509948	509959	SC_1_509438_520798_DNA/hAT.4	 0.0	+	0	0
GG704911.1	510018	520798	SC_1_509438_520798_DNA/hAT.5	 0.0	+	3	36
GG704911.1	520442	520844	SC_3_5020_13409_DNA/hAT.7	21.1	+	0	0
GG704911.1	520801	523854	SC_1_112557_117378_LTR/Gypsy.3	13.7	-	126	135
GG704911.1	534817	537066	SC_1_3187710_3193018_LTR/Copia.1	13.8	+	0	40
GG704911.1	537067	537505	SC_3_1585695_1592821_LTR/Gypsy.4	11.6	-	1	19
GG704911.1	537490	543388	SC_1_537489_543388_LTR/Gypsy.1	 0.0	+	1	123
GG704911.1	543390	543507	SC_1_3145962_3151187_LTR/Copia.1	 8.5	-	0	0
GG704911.1	543501	551170	SC_1_543500_551170_LTR/Gypsy.1	 0.0	+	0	103
GG704911.1	551170	553226	SC_3_961573_966844_LTR/Copia.2	13.6	+	3	32
GG704911.1	553224	556249	SC_1_612204_619294_LTR/Gypsy.1	13.7	-	0	12
GG704911.1	556251	563784	SC_1_556250_563784_LTR/Gypsy.1	 0.0	+	1	57
GG704911.1	563787	566385	SC_4_2492840_2500054_LTR/Gypsy.4	13.5	+	0	6
GG704911.1	566376	570574	SC_4_2591445_2601928_DNA/TcMar.5	12.1	+	0	45
GG704911.1	570559	570981	SC_4_2591445_2601928_DNA/TcMar.6	10.6	+	0	0
GG704911.1	572802	578539	SC_3_1517451_1523168_DNA/MULE-MuDR.2	 9.9	+	13	420
GG704911.1	576891	578534	SC_3_896356_902196_DNA/hAT.1	 9.5	-	3	184
GG704911.1	581979	582316	SC_6_155117_162189_LTR/Gypsy.2	18.2	-	0	19
GG704911.1	582023	582415	SC_3_1585695_1592821_LTR/Gypsy.5	12.5	-	0	36
GG704911.1	582414	582700	SC_4_2375599_2382656_LTR/Gypsy.1	14.6	-	0	110
GG704911.1	582702	588210	SC_3_1585695_1592821_LTR/Gypsy.6	15.7	-	0	136
GG704911.1	590466	590763	SC_3_385_5018_LINE/Tad1.2	10.4	-	0	3
GG704911.1	590469	590799	SC_3_1585695_1592821_LTR/Gypsy.7	15.7	+	0	3
GG704911.1	591941	592091	SC_2_1281305_1290824_DNA/TcMar.2	 9.9	+	0	2
GG704911.1	592092	593550	SC_3_3110258_3117347_LTR/Gypsy.1	17.7	-	1	28
GG704911.1	593554	595526	SC_2_4624654_4632316_LTR/Gypsy.1	16.1	+	1	53
GG704911.1	595557	595557	SC_2_4624654_4632316_LTR/Gypsy.2	16.1	+	0	0
GG704911.1	595558	598239	SC_1_595557_598239_LINE/Tad1.1	 0.0	+	8	28
GG704911.1	598241	602673	SC_5_2432583_2437026_LTR/Ngaro.1	 9.6	+	313	1218
GG704911.1	602675	606932	SC_1_602674_606932_LINE/Tad1.3	 0.0	+	1	57
GG704911.1	606941	610149	SC_2_4624654_4632316_LTR/Gypsy.3	13.5	+	0	12
GG704911.1	610173	610751	SC_4_1603085_1610261_DNA/hAT.1	12.8	-	2	157
GG704911.1	610178	610680	SC_6_141905_152533_LTR/Gypsy.1	 6.2	+	2	155
GG704911.1	610674	612203	SC_3_2428262_2433573_LTR/Copia.1	12.0	+	50	166
GG704911.1	612205	619294	SC_1_612204_619294_LTR/Gypsy.2	 0.0	+	2	59
GG704911.1	619295	621344	SC_5_3367237_3380922_DNA/TcMar.4	12.2	-	12	59
GG704911.1	621565	621862	SC_1_4893304_4895932_DNA/TcMar.2	10.1	-	0	6
GG704911.1	622122	622317	SC_3_902192_925079_DNA/TcMar.5	17.4	-	0	0
GG704911.1	622321	622499	SC_5_3367237_3380922_DNA/TcMar.5	14.6	-	1	1
GG704911.1	622501	622588	SC_5_3367237_3380922_DNA/TcMar.6	 9.1	-	1	2
GG704911.1	627399	636579	SC_1_627398_638025_LTR/Gypsy.1	 0.0	+	4	782
GG704911.1	634580	638025	SC_1_627398_638025_LTR/Gypsy.2	 0.0	+	4	227
GG704911.1	639115	639737	SC_2_43901_49795_DNA/hAT.1	10.9	+	0	7
GG704911.1	639738	646804	SC_1_639737_646804_LTR/Gypsy.2	 0.0	+	2	42
GG704911.1	646802	648190	SC_1_646801_648190_DNA/hAT.1	 0.0	+	1	3
GG704911.1	648215	655848	SC_1_648214_655848_LTR/Gypsy.1	 0.0	+	1	46
GG704911.1	655731	655865	SC_3_902192_925079_DNA/TcMar.6	20.3	+	0	0
GG704911.1	655835	659709	SC_1_8274607_8282216_DNA/hAT.1	14.2	+	2	12
GG704911.1	660303	660673	SC_1_660358_667974_LTR/Gypsy.1	12.7	+	0	3
GG704911.1	660359	667974	SC_1_660358_667974_LTR/Gypsy.2	 0.0	+	1	42
GG704911.1	668514	668792	SC_1_2969739_2975043_LTR/Gypsy.1	 5.0	-	18	17
GG704911.1	683894	686121	SC_1_365926_371204_LTR/Copia.2	11.7	-	59	171
GG704911.1	686118	686945	SC_3_2428262_2433573_LTR/Copia.2	 8.9	-	180	303
GG704911.1	712496	712533	SC_2_3810894_3816163_LTR/Copia.1	13.2	-	0	1
GG704911.1	712500	712533	SC_3_1764626_1772066_DNA/TcMar.4	 5.9	+	0	1
GG704911.1	712663	713439	SC_5_3367237_3380922_DNA/TcMar.7	33.5	+	9	60
GG704911.1	712762	713428	SC_1_365926_371204_LTR/Copia.3	31.7	+	8	57
GG704911.1	713473	714856	SC_3_2428262_2433573_LTR/Copia.3	24.6	+	3	19
GG704911.1	717504	717676	SC_1_8274607_8282216_DNA/hAT.2	12.4	+	4	9
GG704911.1	717650	717786	SC_2_4676137_4680617_LINE/Tad1.1	13.1	+	0	0
GG704911.1	717665	717786	SC_5_1397432_1398531_LINE/Tad1.1	 9.8	-	0	0
GG704911.1	732604	732915	SC_2_3810894_3816163_LTR/Copia.2	 3.9	-	129	153
GG704911.1	732928	743506	SC_1_732927_743506_LTR/Gypsy.1	 0.0	+	11	1748
GG704911.1	743508	749293	SC_1_743507_749293_DNA/hAT.1	 0.0	+	10	175
GG704911.1	756159	756192	SC_5_3367237_3380922_DNA/TcMar.8	 0.0	+	0	0
GG704911.1	837517	837573	SC_2_613609_619072_LTR/Copia.2	23.2	+	1	3
GG704911.1	837517	837566	SC_3_1855755_1861218_LTR/Copia.1	14.3	-	1	3
GG704911.1	837527	837573	SC_3_1523164_1527162_LTR/Copia.1	13.1	-	0	3
GG704911.1	840305	840540	SC_3_1567878_1576797_DNA/TcMar.1	30.0	+	0	12
